Date,Open,High,Low,Close,Change(Pips),Change(%),
04/02/2025 20:00,3123.98,3154.44,3105.2,3135.93,1195,0.38,
04/02/2025 19:30,3125.7,3127.25,3123.9,3123.9,-180,-0.06,
04/02/2025 19:00,3121.98,3126.15,3121.64,3125.69,371,0.12,
04/02/2025 18:30,3119.1,3123.56,3118.88,3121.96,286,0.09,
04/02/2025 18:00,3123.58,3126.23,3118.83,3119.1,-448,-0.14,
04/02/2025 17:30,3124.14,3124.84,3120.67,3123.6,-54,-0.02,
04/02/2025 17:00,3131.5,3131.5,3123.36,3124.42,-708,-0.23,
04/02/2025 16:30,3132.41,3133.91,3127.17,3131.5,-91,-0.03,
04/02/2025 16:00,3125.82,3134.35,3125.82,3132.19,637,0.20,
04/02/2025 15:30,3124.45,3128.02,3123.98,3125.78,133,0.04,
04/02/2025 15:00,3124.95,3128.11,3121.1,3124.51,-44,-0.01,
04/02/2025 14:30,3126.66,3129.34,3123.9,3124.95,-171,-0.05,
04/02/2025 14:00,3121.95,3128.31,3119.23,3126.51,456,0.15,
04/02/2025 13:30,3125.86,3132.12,3116.7,3122.24,-362,-0.12,
04/02/2025 13:00,3122.34,3126.95,3120.59,3125.85,351,0.11,
04/02/2025 12:30,3126.03,3127.14,3122.13,3122.4,-363,-0.12,
04/02/2025 12:00,3121.34,3126.15,3117.05,3126.12,478,0.15,
04/02/2025 11:30,3122.89,3123.45,3118.8,3121.31,-158,-0.05,
04/02/2025 11:00,3114.45,3123.79,3114.45,3122.85,840,0.27,
04/02/2025 10:30,3126.98,3127.74,3110.13,3114.46,-1252,-0.40,
04/02/2025 10:00,3131.12,3131.32,3125.58,3126.97,-415,-0.13,
04/02/2025 09:30,3130.75,3131.25,3126.88,3131.11,36,0.01,
04/02/2025 09:00,3131.24,3131.61,3127.74,3130.77,-47,-0.02,
04/02/2025 08:30,3128.41,3133.76,3127.67,3131.19,278,0.09,
04/02/2025 08:00,3125.1,3130.29,3123.26,3128.53,343,0.11,
04/02/2025 07:30,3116.73,3126.11,3115.78,3124.98,825,0.26,
04/02/2025 07:00,3116.8,3118.34,3111.88,3116.63,-17,-0.01,
04/02/2025 06:30,3116.48,3118.92,3114.61,3116.44,-4,0.00,
04/02/2025 06:00,3118.1,3119.64,3113.97,3116.52,-158,-0.05,
04/02/2025 05:30,3112.83,3118.99,3109.62,3118.12,529,0.17,
04/02/2025 05:00,3116.22,3117.98,3111.94,3112.78,-344,-0.11,
04/02/2025 04:30,3124.23,3124.67,3115.37,3116.03,-820,-0.26,
04/02/2025 04:00,3125.7,3126.81,3124.06,3124.22,-148,-0.05,
04/02/2025 03:30,3129.3,3129.37,3124.66,3125.61,-369,-0.12,
04/02/2025 03:00,3128.43,3132.12,3127.27,3129.21,78,0.02,
04/02/2025 02:30,3132.14,3133.71,3128.52,3128.56,-358,-0.11,
04/02/2025 02:00,3133.06,3135.55,3130.67,3132.11,-95,-0.03,
04/02/2025 01:30,3133.44,3135.2,3129.46,3133,-44,-0.01,
04/02/2025 01:00,3122.97,3133.98,3121.37,3133.44,1047,0.33,
04/02/2025 00:30,3121.47,3123.7,3120.29,3122.98,151,0.05,
04/02/2025 00:00,3115.15,3121.77,3112.88,3121.48,633,0.20,
04/01/2025 23:30,3112.45,3116.04,3111.25,3115.16,271,0.09,
04/01/2025 23:00,3111.38,3113.99,3111.21,3112.55,117,0.04,
04/01/2025 22:30,3111.38,3113.56,3110.9,3111.41,3,0.00,
04/01/2025 22:00,3114.01,3114.84,3107.68,3111.34,-267,-0.09,
04/01/2025 20:30,3119.53,3120.73,3113.19,3114.1,-543,-0.17,
04/01/2025 20:00,3118.65,3119.9,3117.9,3119.59,94,0.03,
04/01/2025 19:30,3116.99,3118.93,3116.24,3118.61,162,0.05,
04/01/2025 19:00,3114.06,3118.28,3113.67,3116.93,287,0.09,
04/01/2025 18:30,3116.45,3118.62,3113.27,3114.07,-238,-0.08,
04/01/2025 18:00,3113.69,3117.17,3113.31,3116.39,270,0.09,
04/01/2025 17:30,3113.87,3114.59,3112.03,3113.77,-10,0.00,
04/01/2025 17:00,3106.67,3114.19,3105.65,3113.95,728,0.23,
04/01/2025 16:30,3107.87,3110.78,3105.27,3106.67,-120,-0.04,
04/01/2025 16:00,3113.68,3116.79,3100.69,3107.93,-575,-0.19,
04/01/2025 15:30,3126.6,3127.26,3113.54,3113.83,-1277,-0.41,
04/01/2025 15:00,3128.7,3132.98,3125.62,3126.61,-209,-0.07,
04/01/2025 14:30,3126.82,3131.59,3124.56,3128.71,189,0.06,
04/01/2025 14:00,3133.93,3135.23,3123.9,3127,-693,-0.22,
04/01/2025 13:30,3129.32,3134.98,3128.24,3133.69,437,0.14,
04/01/2025 13:00,3133.17,3137.02,3128.13,3129.33,-384,-0.12,
04/01/2025 12:30,3133.64,3134.55,3130.92,3133.47,-17,-0.01,
04/01/2025 12:00,3130.45,3134.44,3127.64,3133.61,316,0.10,
04/01/2025 11:30,3130.85,3133.61,3128.65,3130.32,-53,-0.02,
04/01/2025 11:00,3132.42,3135.82,3129.32,3130.79,-163,-0.05,
04/01/2025 10:30,3136.17,3137.79,3131.77,3132.29,-388,-0.12,
04/01/2025 10:00,3132.21,3138.92,3130.72,3136.16,395,0.13,
04/01/2025 09:30,3132.33,3133.53,3130.16,3132.13,-20,-0.01,
04/01/2025 09:00,3131,3134.11,3130.05,3132.41,141,0.05,
04/01/2025 08:30,3132.31,3133.98,3129.23,3130.98,-133,-0.04,
04/01/2025 08:00,3127.58,3135.68,3126.33,3132.3,472,0.15,
