<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.07	03:07:00	2995.12	2997.61	2992.66	2994.63	97	0	54
2025.04.07	03:08:00	2994.51	2994.61	2989.18	2992.06	94	0	5
2025.04.07	03:09:00	2992.19	2993.16	2985.63	2987.44	116	0	48
2025.04.07	03:10:00	2987.15	2987.75	2970.37	2978.13	103	0	37
2025.04.07	03:11:00	2978.63	2984.32	2978.56	2983.96	59	0	30
2025.04.07	03:12:00	2983.93	2985.73	2977.42	2977.42	94	0	37
2025.04.07	03:13:00	2977.49	2981.96	2976.97	2980.16	108	0	31
2025.04.07	03:14:00	2979.75	2981.38	2978.92	2981.10	98	0	19
2025.04.07	03:15:00	2980.43	2980.97	2975.06	2976.77	109	0	18
2025.04.07	03:16:00	2976.13	2984.18	2976.13	2983.64	86	0	36
2025.04.07	03:17:00	2983.55	2989.38	2983.31	2987.38	86	0	36
2025.04.07	03:18:00	2986.86	2989.94	2985.89	2987.25	95	0	26
2025.04.07	03:19:00	2987.51	2989.96	2985.47	2987.00	82	0	17
2025.04.07	03:20:00	2986.93	2990.78	2986.05	2990.78	101	0	23
2025.04.07	03:21:00	2990.99	2991.03	2987.05	2987.67	91	0	53
2025.04.07	03:22:00	2987.62	2988.31	2983.46	2984.37	98	0	29
2025.04.07	03:23:00	2984.24	2986.18	2983.04	2983.75	78	0	34
2025.04.07	03:24:00	2983.26	2984.06	2981.51	2983.43	70	0	5
2025.04.07	03:25:00	2983.57	2983.68	2981.88	2981.92	68	0	47
2025.04.07	03:26:00	2981.75	2987.39	2981.75	2985.27	79	0	9
2025.04.07	03:27:00	2985.01	2985.85	2983.08	2983.36	81	0	20
2025.04.07	03:28:00	2983.34	2985.59	2983.19	2984.57	51	0	70
2025.04.07	03:29:00	2984.75	2986.36	2983.55	2985.05	86	0	45
2025.04.07	03:30:00	2985.04	2988.46	2980.70	2981.12	96	0	24
2025.04.07	03:31:00	2981.09	2983.13	2979.20	2983.11	93	0	18
2025.04.07	03:32:00	2983.22	2984.33	2981.42	2982.84	50	0	63
2025.04.07	03:33:00	2982.80	2983.84	2980.72	2982.60	75	0	48
2025.04.07	03:34:00	2982.16	2985.25	2982.16	2985.25	70	0	55
2025.04.07	03:35:00	2985.27	2988.44	2985.05	2987.91	68	0	64
2025.04.07	03:36:00	2987.37	2990.44	2985.87	2989.68	87	0	54
2025.04.07	03:37:00	2989.75	2991.95	2989.75	2991.95	71	0	43
2025.04.07	03:38:00	2991.94	2992.64	2988.43	2989.81	74	0	42
2025.04.07	03:39:00	2989.81	2989.81	2987.04	2987.53	94	0	17
2025.04.07	03:40:00	2987.59	2989.17	2986.68	2988.06	77	0	18
2025.04.07	03:41:00	2988.04	2988.69	2986.42	2986.83	72	0	23
2025.04.07	03:42:00	2986.60	2986.82	2980.10	2982.61	109	0	17
2025.04.07	03:43:00	2982.78	2987.12	2981.62	2986.91	89	0	17
2025.04.07	03:44:00	2986.79	2986.79	2982.69	2982.71	60	0	17
2025.04.07	03:45:00	2982.32	2983.15	2980.68	2981.23	68	0	45
2025.04.07	03:46:00	2981.23	2982.20	2977.37	2977.37	70	0	53
2025.04.07	03:47:00	2977.38	2978.39	2972.34	2978.39	112	0	35
2025.04.07	03:48:00	2978.92	2980.74	2978.36	2980.48	84	0	38
2025.04.07	03:49:00	2980.58	2980.88	2978.01	2980.81	77	0	63
2025.04.07	03:50:00	2980.43	2984.58	2980.37	2981.34	81	0	66
2025.04.07	03:51:00	2981.54	2981.87	2979.57	2980.28	63	0	23
2025.04.07	03:52:00	2980.29	2980.39	2977.99	2978.76	67	0	41
2025.04.07	03:53:00	2979.94	2981.86	2979.94	2981.86	76	0	45
2025.04.07	03:54:00	2981.93	2982.53	2980.81	2981.09	76	0	62
2025.04.07	03:55:00	2981.57	2985.43	2981.39	2984.95	103	0	17
2025.04.07	03:56:00	2985.06	2986.99	2984.83	2986.77	84	0	47
2025.04.07	03:57:00	2986.78	2988.72	2985.44	2986.36	90	0	19
2025.04.07	03:58:00	2986.48	2988.35	2982.78	2983.26	92	0	17
2025.04.07	03:59:00	2983.43	2983.85	2978.05	2978.75	114	0	18
2025.04.07	04:00:00	2978.29	2984.93	2972.36	2984.67	135	0	18
2025.04.07	04:01:00	2984.90	2994.98	2984.90	2986.70	143	0	18
2025.04.07	04:02:00	2986.29	2990.46	2985.18	2985.95	119	0	34
2025.04.07	04:03:00	2985.82	2986.95	2982.24	2983.08	119	0	24
2025.04.07	04:04:00	2982.94	2983.73	2979.78	2979.93	99	0	32
2025.04.07	04:05:00	2979.58	2979.66	2971.76	2975.11	134	0	35
2025.04.07	04:06:00	2975.26	2979.68	2973.58	2979.68	118	0	52
2025.04.07	04:07:00	2979.78	2990.19	2978.09	2990.12	122	0	43
2025.04.07	04:08:00	2990.66	2991.72	2986.47	2990.27	116	0	62
2025.04.07	04:09:00	2990.37	2994.87	2989.40	2993.01	111	0	15
2025.04.07	04:10:00	2992.87	2997.81	2991.92	2992.98	128	0	16
2025.04.07	04:11:00	2992.70	2995.33	2991.86	2993.64	105	0	18
2025.04.07	04:12:00	2993.68	3006.34	2993.68	3004.71	127	0	42
2025.04.07	04:13:00	3004.03	3008.66	3000.32	3007.79	132	0	70
2025.04.07	04:14:00	3007.81	3007.84	3002.47	3006.14	118	0	79
2025.04.07	04:15:00	3006.00	3011.81	3006.00	3008.17	130	0	63
2025.04.07	04:16:00	3007.31	3011.73	3006.26	3009.70	126	0	63
2025.04.07	04:17:00	3009.49	3014.14	3007.32	3012.00	110	0	63
2025.04.07	04:18:00	3012.15	3012.66	3006.85	3006.85	117	0	79
2025.04.07	04:19:00	3006.96	3013.19	3004.50	3012.80	123	0	33
2025.04.07	04:20:00	3012.81	3015.15	3009.68	3014.33	118	0	17
2025.04.07	04:21:00	3014.33	3016.67	3011.17	3013.41	122	0	8
2025.04.07	04:22:00	3013.56	3013.94	3009.91	3011.55	121	0	52
2025.04.07	04:23:00	3011.99	3014.53	3010.63	3011.80	124	0	26
2025.04.07	04:24:00	3011.51	3020.06	3011.51	3019.05	128	0	17
2025.04.07	04:25:00	3019.12	3019.75	3016.25	3016.66	129	0	17
2025.04.07	04:26:00	3016.65	3020.15	3015.72	3017.22	119	0	17
2025.04.07	04:27:00	3017.29	3019.65	3016.05	3019.15	110	0	23
2025.04.07	04:28:00	3018.93	3020.22	3016.02	3019.34	112	0	18
2025.04.07	04:29:00	3019.12	3020.53	3017.57	3018.86	120	0	18
2025.04.07	04:30:00	3018.81	3020.90	3016.13	3019.98	126	0	17
2025.04.07	04:31:00	3020.06	3021.44	3016.79	3019.94	117	0	46
2025.04.07	04:32:00	3019.48	3028.03	3018.82	3027.43	119	0	33
2025.04.07	04:33:00	3027.13	3030.45	3025.29	3027.53	125	0	44
2025.04.07	04:34:00	3027.35	3028.89	3025.92	3028.66	108	0	48
2025.04.07	04:35:00	3029.64	3032.20	3026.39	3026.54	128	0	31
2025.04.07	04:36:00	3026.57	3029.29	3024.02	3024.72	124	0	36
2025.04.07	04:37:00	3024.59	3026.95	3021.27	3021.87	121	0	28
2025.04.07	04:38:00	3021.82	3029.51	3021.35	3029.51	113	0	17
2025.04.07	04:39:00	3029.33	3049.55	3029.33	3048.59	130	0	18
2025.04.07	04:40:00	3048.78	3048.93	3038.27	3041.35	146	0	24
2025.04.07	04:41:00	3041.76	3044.98	3039.58	3044.70	124	0	67
2025.04.07	04:42:00	3044.77	3049.15	3042.15	3045.73	152	0	18
2025.04.07	04:43:00	3045.84	3050.94	3044.08	3050.04	130	0	17
2025.04.07	04:44:00	3050.65	3054.28	3048.35	3051.79	132	0	5
2025.04.07	04:45:00	3051.78	3053.31	3045.40	3046.97	119	0	39
2025.04.07	04:46:00	3046.62	3053.27	3044.79	3051.96	142	0	19
2025.04.07	04:47:00	3051.51	3055.01	3048.59	3050.69	133	0	22
2025.04.07	04:48:00	3049.82	3050.06	3045.55	3048.17	127	0	17
2025.04.07	04:49:00	3047.62	3048.96	3044.32	3048.37	122	0	17
2025.04.07	04:50:00	3047.58	3047.84	3042.50	3044.06	124	0	24
2025.04.07	04:51:00	3043.74	3046.58	3041.83	3043.80	126	0	18
2025.04.07	04:52:00	3043.86	3045.65	3039.03	3039.95	128	0	18
2025.04.07	04:53:00	3040.29	3041.21	3036.76	3038.29	138	0	17
2025.04.07	04:54:00	3038.19	3042.75	3037.42	3041.76	118	0	43
2025.04.07	04:55:00	3041.46	3045.14	3040.06	3044.77	114	0	34
2025.04.07	04:56:00	3044.79	3045.70	3040.44	3040.44	122	0	18
2025.04.07	04:57:00	3040.40	3042.73	3038.70	3039.64	111	0	21
2025.04.07	04:58:00	3039.63	3039.63	3036.53	3036.53	120	0	17
2025.04.07	04:59:00	3037.15	3039.64	3036.49	3038.09	122	0	19
2025.04.07	05:00:00	3038.32	3039.00	3035.84	3037.62	122	0	29
2025.04.07	05:01:00	3037.85	3040.70	3037.34	3038.49	114	0	18
2025.04.07	05:02:00	3038.54	3039.07	3036.01	3038.38	92	0	33
2025.04.07	05:03:00	3038.43	3045.14	3038.43	3045.14	118	0	31
2025.04.07	05:04:00	3045.28	3045.79	3041.46	3045.79	110	0	34
2025.04.07	05:05:00	3045.90	3048.23	3044.30	3048.23	122	0	34
2025.04.07	05:06:00	3048.11	3052.09	3047.46	3051.46	131	0	34
2025.04.07	05:07:00	3051.23	3051.23	3047.88	3049.33	114	0	33
2025.04.07	05:08:00	3048.57	3051.80	3047.30	3050.84	113	0	39
2025.04.07	05:09:00	3050.81	3055.05	3049.46	3053.79	115	0	11
2025.04.07	05:10:00	3052.89	3055.11	3051.23	3052.46	117	0	28
2025.04.07	05:11:00	3052.83	3055.31	3051.46	3052.30	112	0	54
2025.04.07	05:12:00	3052.31	3052.68	3048.46	3048.53	114	0	51
2025.04.07	05:13:00	3048.98	3048.99	3046.53	3048.93	100	0	43
2025.04.07	05:14:00	3048.99	3052.88	3048.68	3052.46	105	0	43
2025.04.07	05:15:00	3052.38	3053.30	3048.20	3048.39	91	0	44
2025.04.07	05:16:00	3048.30	3049.35	3047.42	3048.07	82	0	91
2025.04.07	05:17:00	3047.94	3050.86	3047.79	3050.43	80	0	71
2025.04.07	05:18:00	3050.51	3050.77	3046.52	3047.02	79	0	53
2025.04.07	05:19:00	3047.11	3048.74	3045.63	3048.21	78	0	43
2025.04.07	05:20:00	3048.30	3052.04	3046.58	3048.50	97	0	24
2025.04.07	05:21:00	3048.51	3050.62	3047.55	3048.18	74	0	39
2025.04.07	05:22:00	3048.17	3048.82	3045.90	3047.60	70	0	47
2025.04.07	05:23:00	3047.58	3048.60	3045.89	3046.28	95	0	42
2025.04.07	05:24:00	3045.72	3046.09	3043.68	3044.43	90	0	43
2025.04.07	05:25:00	3044.44	3045.34	3043.33	3044.67	85	0	43
2025.04.07	05:26:00	3045.05	3045.05	3042.34	3042.68	76	0	33
2025.04.07	05:27:00	3042.88	3043.76	3041.33	3041.67	78	0	43
2025.04.07	05:28:00	3041.76	3041.76	3039.85	3040.77	88	0	30
2025.04.07	05:29:00	3040.73	3042.25	3040.16	3042.25	81	0	40
2025.04.07	05:30:00	3042.85	3044.82	3041.54	3042.03	110	0	41
2025.04.07	05:31:00	3041.38	3042.83	3040.66	3040.66	110	0	7
2025.04.07	05:32:00	3040.57	3041.42	3037.14	3037.62	105	0	30
2025.04.07	05:33:00	3037.88	3039.09	3033.86	3034.34	98	0	17
2025.04.07	05:34:00	3034.52	3037.00	3032.65	3035.86	114	0	43
2025.04.07	05:35:00	3035.87	3035.90	3034.08	3035.46	107	0	54
2025.04.07	05:36:00	3035.52	3035.82	3031.73	3031.91	99	0	53
2025.04.07	05:37:00	3031.85	3032.29	3026.63	3029.42	116	0	38
2025.04.07	05:38:00	3029.44	3034.72	3029.44	3033.72	103	0	50
2025.04.07	05:39:00	3033.90	3035.04	3033.03	3034.21	99	0	28
2025.04.07	05:40:00	3034.22	3036.19	3033.51	3035.20	108	0	52
2025.04.07	05:41:00	3035.09	3035.43	3033.17	3033.95	86	0	44
2025.04.07	05:42:00	3033.70	3036.79	3033.57	3034.51	81	0	42
2025.04.07	05:43:00	3034.95	3035.52	3033.05	3035.40	99	0	32
2025.04.07	05:44:00	3035.07	3035.07	3032.09	3032.10	79	0	52
2025.04.07	05:45:00	3032.75	3033.01	3029.64	3029.88	84	0	17
2025.04.07	05:46:00	3030.23	3030.56	3026.77	3027.83	104	0	17
2025.04.07	05:47:00	3027.82	3031.95	3027.82	3030.20	95	0	25
2025.04.07	05:48:00	3030.29	3034.98	3030.29	3033.82	100	0	18
2025.04.07	05:49:00	3033.86	3034.04	3030.62	3030.85	97	0	18
2025.04.07	05:50:00	3030.89	3034.49	3030.89	3034.15	83	0	18
2025.04.07	05:51:00	3034.16	3034.16	3030.50	3030.77	84	0	17
2025.04.07	05:52:00	3030.77	3031.65	3030.12	3031.16	67	0	33
2025.04.07	05:53:00	3031.31	3033.39	3031.23	3033.35	71	0	19
2025.04.07	05:54:00	3033.12	3035.32	3033.12	3034.59	75	0	17
2025.04.07	05:55:00	3034.85	3035.76	3031.44	3031.44	90	0	17
2025.04.07	05:56:00	3031.70	3031.92	3029.69	3031.02	92	0	17
2025.04.07	05:57:00	3031.18	3031.47	3029.66	3029.71	81	0	17
2025.04.07	05:58:00	3029.68	3030.78	3028.00	3030.25	96	0	17
2025.04.07	05:59:00	3029.85	3029.86	3023.82	3025.83	108	0	17
2025.04.07	06:00:00	3025.85	3026.04	3021.68	3023.30	120	0	18
2025.04.07	06:01:00	3023.72	3028.62	3023.72	3027.63	104	0	13
2025.04.07	06:02:00	3027.56	3028.47	3026.24	3028.23	91	0	17
2025.04.07	06:03:00	3028.22	3029.68	3027.69	3028.49	87	0	17
2025.04.07	06:04:00	3028.44	3029.08	3027.23	3027.80	78	0	17
2025.04.07	06:05:00	3027.72	3029.27	3027.04	3027.33	76	0	17
2025.04.07	06:06:00	3027.36	3030.14	3027.36	3029.61	92	0	18
2025.04.07	06:07:00	3029.12	3029.98	3026.28	3027.00	85	0	18
2025.04.07	06:08:00	3027.05	3027.27	3025.44	3025.59	79	0	18
2025.04.07	06:09:00	3025.35	3026.76	3023.34	3025.85	91	0	17
2025.04.07	06:10:00	3025.62	3028.06	3025.62	3026.06	89	0	22
2025.04.07	06:11:00	3026.01	3027.99	3025.64	3027.97	90	0	18
2025.04.07	06:12:00	3027.70	3027.81	3024.44	3024.88	92	0	18
2025.04.07	06:13:00	3024.68	3025.48	3023.11	3024.21	81	0	17
2025.04.07	06:14:00	3024.30	3026.24	3024.30	3026.13	89	0	18
2025.04.07	06:15:00	3026.13	3028.55	3025.89	3027.25	90	0	17
2025.04.07	06:16:00	3027.08	3027.36	3025.52	3026.27	78	0	17
2025.04.07	06:17:00	3026.69	3028.84	3026.22	3028.06	91	0	17
2025.04.07	06:18:00	3028.26	3030.65	3026.79	3029.22	88	0	17
2025.04.07	06:19:00	3029.01	3031.29	3029.01	3030.58	97	0	18
2025.04.07	06:20:00	3030.65	3030.82	3029.43	3029.65	77	0	17
2025.04.07	06:21:00	3029.71	3030.17	3028.59	3028.78	67	0	18
2025.04.07	06:22:00	3029.48	3030.75	3028.83	3029.43	71	0	17
2025.04.07	06:23:00	3029.52	3030.01	3028.38	3028.99	61	0	17
2025.04.07	06:24:00	3028.95	3029.03	3027.62	3028.73	66	0	17
2025.04.07	06:25:00	3028.88	3030.24	3026.83	3028.47	75	0	17
2025.04.07	06:26:00	3028.29	3028.62	3027.37	3027.50	70	0	17
2025.04.07	06:27:00	3027.67	3030.08	3027.26	3029.90	74	0	17
2025.04.07	06:28:00	3029.77	3030.32	3029.21	3030.22	70	0	17
2025.04.07	06:29:00	3030.27	3030.49	3029.68	3029.75	64	0	17
2025.04.07	06:30:00	3029.33	3030.02	3028.44	3028.45	79	0	17
2025.04.07	06:31:00	3028.22	3028.77	3027.31	3028.62	77	0	17
2025.04.07	06:32:00	3028.60	3029.33	3027.91	3028.99	66	0	17
2025.04.07	06:33:00	3028.72	3029.07	3027.71	3027.99	75	0	17
2025.04.07	06:34:00	3028.00	3029.27	3027.83	3028.24	77	0	22
2025.04.07	06:35:00	3028.03	3029.23	3027.49	3027.57	77	0	17
2025.04.07	06:36:00	3027.57	3028.73	3026.81	3028.69	73	0	17
2025.04.07	06:37:00	3028.67	3029.90	3028.55	3028.68	72	0	17
2025.04.07	06:38:00	3028.63	3029.75	3028.04	3029.22	53	0	18
2025.04.07	06:39:00	3029.12	3029.82	3028.74	3029.21	53	0	18
2025.04.07	06:40:00	3029.20	3030.13	3028.78	3029.35	58	0	17
2025.04.07	06:41:00	3029.30	3033.16	3028.67	3032.57	78	0	19
2025.04.07	06:42:00	3032.70	3033.88	3031.40	3032.44	71	0	18
2025.04.07	06:43:00	3032.15	3033.04	3027.21	3029.31	89	0	17
2025.04.07	06:44:00	3028.69	3029.01	3026.11	3027.08	76	0	18
2025.04.07	06:45:00	3026.82	3028.19	3026.48	3028.01	56	0	17
2025.04.07	06:46:00	3027.70	3029.08	3027.70	3028.65	66	0	17
2025.04.07	06:47:00	3028.96	3029.04	3025.61	3025.75	60	0	17
2025.04.07	06:48:00	3025.46	3025.84	3022.11	3022.57	78	0	17
2025.04.07	06:49:00	3022.44	3023.12	3018.09	3019.53	84	0	17
2025.04.07	06:50:00	3019.56	3021.51	3019.00	3021.38	67	0	18
2025.04.07	06:51:00	3021.74	3023.10	3021.16	3022.29	51	0	15
2025.04.07	06:52:00	3022.62	3022.88	3019.85	3020.69	54	0	23
2025.04.07	06:53:00	3021.06	3021.63	3020.12	3020.34	52	0	18
2025.04.07	06:54:00	3020.34	3020.78	3018.32	3019.26	82	0	17
2025.04.07	06:55:00	3018.94	3019.16	3017.83	3017.88	71	0	17
2025.04.07	06:56:00	3017.98	3018.71	3016.81	3017.58	70	0	17
2025.04.07	06:57:00	3017.85	3019.22	3017.23	3018.96	74	0	17
2025.04.07	06:58:00	3019.26	3019.33	3017.37	3017.70	76	0	17
2025.04.07	06:59:00	3017.70	3018.98	3017.13	3018.94	65	0	17
2025.04.07	07:00:00	3018.91	3021.31	3018.90	3021.31	83	0	17
2025.04.07	07:01:00	3021.35	3024.37	3020.91	3022.83	81	0	17
2025.04.07	07:02:00	3022.90	3025.30	3022.35	3024.50	74	0	17
2025.04.07	07:03:00	3024.59	3025.38	3023.59	3025.17	60	0	17
2025.04.07	07:04:00	3024.96	3026.05	3024.91	3025.52	50	0	24
2025.04.07	07:05:00	3025.69	3026.06	3024.67	3025.32	52	0	18
2025.04.07	07:06:00	3025.27	3025.27	3023.15	3023.70	58	0	17
2025.04.07	07:07:00	3023.72	3024.25	3022.83	3023.33	55	0	18
2025.04.07	07:08:00	3023.53	3026.75	3023.25	3026.52	50	0	24
2025.04.07	07:09:00	3026.51	3027.68	3025.96	3027.11	76	0	18
2025.04.07	07:10:00	3027.11	3027.84	3026.05	3027.76	76	0	18
2025.04.07	07:11:00	3028.21	3031.70	3028.21	3029.92	85	0	18
2025.04.07	07:12:00	3029.94	3031.23	3028.02	3028.10	76	0	21
2025.04.07	07:13:00	3028.06	3029.23	3027.91	3028.85	61	0	24
2025.04.07	07:14:00	3028.87	3029.54	3027.11	3027.15	48	0	29
2025.04.07	07:15:00	3026.87	3028.18	3025.95	3026.96	65	0	18
2025.04.07	07:16:00	3026.68	3027.45	3025.99	3026.92	57	0	27
2025.04.07	07:17:00	3026.18	3027.44	3025.85	3027.42	44	0	17
2025.04.07	07:18:00	3027.52	3027.57	3026.12	3026.12	43	0	27
2025.04.07	07:19:00	3026.23	3026.50	3025.91	3026.50	31	0	23
2025.04.07	07:20:00	3025.80	3026.98	3025.08	3025.90	44	0	20
2025.04.07	07:21:00	3025.89	3026.57	3025.57	3025.89	35	0	22
2025.04.07	07:22:00	3025.88	3026.08	3023.82	3025.07	63	0	23
2025.04.07	07:23:00	3025.09	3027.04	3025.05	3026.60	58	0	23
2025.04.07	07:24:00	3026.45	3027.75	3026.45	3027.38	36	0	23
2025.04.07	07:25:00	3027.68	3027.99	3025.98	3027.90	58	0	17
2025.04.07	07:26:00	3027.54	3028.78	3027.53	3028.78	41	0	23
2025.04.07	07:27:00	3028.23	3030.12	3027.82	3029.97	56	0	19
2025.04.07	07:28:00	3030.05	3030.05	3027.85	3028.63	56	0	22
2025.04.07	07:29:00	3028.59	3028.59	3026.31	3026.42	38	0	15
2025.04.07	07:30:00	3026.54	3026.90	3025.44	3025.53	59	0	17
2025.04.07	07:31:00	3025.44	3027.13	3025.13	3026.91	48	0	21
2025.04.07	07:32:00	3027.04	3027.45	3025.44	3027.34	54	0	24
2025.04.07	07:33:00	3027.42	3030.55	3027.39	3029.99	57	0	24
2025.04.07	07:34:00	3030.13	3030.21	3027.79	3027.79	40	0	28
2025.04.07	07:35:00	3027.70	3030.73	3027.30	3029.87	51	0	28
2025.04.07	07:36:00	3029.99	3032.71	3029.93	3030.83	67	0	5
2025.04.07	07:37:00	3030.83	3031.20	3028.74	3029.29	61	0	5
2025.04.07	07:38:00	3029.11	3031.05	3029.11	3030.99	69	0	32
2025.04.07	07:39:00	3030.86	3032.24	3030.80	3031.99	83	0	19
2025.04.07	07:40:00	3031.32	3031.82	3029.45	3031.62	64	0	17
2025.04.07	07:41:00	3031.60	3031.78	3030.37	3030.67	57	0	23
2025.04.07	07:42:00	3030.62	3030.86	3028.37	3028.62	50	0	18
2025.04.07	07:43:00	3028.93	3029.14	3027.43	3027.63	47	0	19
2025.04.07	07:44:00	3027.85	3028.12	3027.11	3027.84	53	0	18
2025.04.07	07:45:00	3027.84	3028.99	3027.54	3028.41	70	0	19
2025.04.07	07:46:00	3028.54	3028.54	3027.03	3027.43	47	0	18
2025.04.07	07:47:00	3027.29	3028.75	3027.29	3028.11	46	0	18
2025.04.07	07:48:00	3028.36	3028.50	3027.68	3027.68	36	0	19
2025.04.07	07:49:00	3027.73	3027.73	3025.96	3026.92	53	0	17
2025.04.07	07:50:00	3026.92	3028.24	3025.88	3026.29	77	0	17
2025.04.07	07:51:00	3026.37	3027.77	3026.37	3027.41	49	0	18
2025.04.07	07:52:00	3027.20	3028.24	3026.84	3027.24	55	0	17
2025.04.07	07:53:00	3027.24	3029.56	3027.22	3028.67	65	0	17
2025.04.07	07:54:00	3028.72	3029.71	3028.60	3029.24	53	0	18
2025.04.07	07:55:00	3029.22	3031.97	3029.22	3031.64	72	0	18
2025.04.07	07:56:00	3031.34	3033.97	3030.24	3033.30	69	0	17
2025.04.07	07:57:00	3033.24	3034.55	3032.70	3033.28	69	0	18
2025.04.07	07:58:00	3033.26	3034.70	3032.94	3033.14	54	0	10
2025.04.07	07:59:00	3033.07	3035.63	3033.07	3034.73	56	0	17
2025.04.07	08:00:00	3035.31	3035.45	3033.43	3034.33	66	0	17
2025.04.07	08:01:00	3034.25	3034.56	3032.76	3033.69	45	0	20
2025.04.07	08:02:00	3033.69	3035.17	3033.58	3034.83	52	0	18
2025.04.07	08:03:00	3034.91	3036.27	3033.79	3036.27	66	0	14
2025.04.07	08:04:00	3035.57	3037.33	3031.45	3031.56	95	0	5
2025.04.07	08:05:00	3031.63	3032.20	3031.45	3031.94	59	0	24
2025.04.07	08:06:00	3031.68	3033.09	3031.52	3033.05	58	0	18
2025.04.07	08:07:00	3033.08	3033.31	3031.07	3031.07	65	0	17
2025.04.07	08:08:00	3031.13	3032.19	3030.25	3030.25	57	0	17
2025.04.07	08:09:00	3030.44	3030.65	3029.79	3030.06	45	0	9
2025.04.07	08:10:00	3030.09	3030.27	3024.80	3026.04	62	0	17
2025.04.07	08:11:00	3025.13	3028.41	3024.78	3028.33	78	0	17
2025.04.07	08:12:00	3028.33	3028.56	3025.92	3028.00	56	0	18
2025.04.07	08:13:00	3028.14	3030.12	3028.14	3029.54	51	0	17
2025.04.07	08:14:00	3029.38	3030.33	3028.60	3029.29	47	0	19
2025.04.07	08:15:00	3029.28	3030.68	3029.28	3030.43	57	0	17
2025.04.07	08:16:00	3030.45	3030.96	3029.23	3030.47	58	0	18
2025.04.07	08:17:00	3030.51	3032.69	3030.17	3032.69	48	0	17
2025.04.07	08:18:00	3032.26	3032.33	3030.35	3032.32	73	0	19
2025.04.07	08:19:00	3032.56	3038.14	3032.55	3037.94	104	0	25
2025.04.07	08:20:00	3038.01	3039.07	3035.09	3036.23	107	0	22
2025.04.07	08:21:00	3036.23	3038.06	3035.23	3037.69	75	0	23
2025.04.07	08:22:00	3037.22	3037.67	3036.52	3037.27	49	0	17
2025.04.07	08:23:00	3037.26	3039.80	3036.60	3038.16	65	0	17
2025.04.07	08:24:00	3038.29	3038.63	3036.06	3038.62	70	0	19
2025.04.07	08:25:00	3038.00	3039.12	3037.55	3038.69	65	0	17
2025.04.07	08:26:00	3038.82	3040.10	3038.55	3039.24	79	0	18
2025.04.07	08:27:00	3039.35	3039.81	3037.85	3037.85	51	0	18
2025.04.07	08:28:00	3037.95	3039.67	3037.70	3039.35	78	0	17
2025.04.07	08:29:00	3039.14	3039.34	3037.25	3038.65	68	0	17
2025.04.07	08:30:00	3038.94	3042.46	3038.90	3042.31	98	0	23
2025.04.07	08:31:00	3042.44	3044.45	3041.85	3044.18	90	0	17
2025.04.07	08:32:00	3044.06	3044.06	3041.77	3042.44	90	0	18
2025.04.07	08:33:00	3042.44	3043.12	3041.50	3041.79	84	0	17
2025.04.07	08:34:00	3041.63	3041.77	3039.55	3039.79	96	0	17
2025.04.07	08:35:00	3039.39	3040.80	3037.33	3037.33	91	0	17
2025.04.07	08:36:00	3036.83	3038.59	3036.32	3036.32	94	0	17
2025.04.07	08:37:00	3036.34	3036.50	3033.86	3034.89	91	0	17
2025.04.07	08:38:00	3035.24	3036.91	3034.07	3036.84	75	0	18
2025.04.07	08:39:00	3036.93	3036.93	3035.07	3036.07	70	0	27
2025.04.07	08:40:00	3036.15	3037.43	3035.31	3036.92	86	0	18
2025.04.07	08:41:00	3037.26	3039.48	3036.39	3039.39	76	0	18
2025.04.07	08:42:00	3039.22	3040.04	3037.67	3039.14	83	0	18
2025.04.07	08:43:00	3038.65	3040.24	3038.58	3039.83	80	0	17
2025.04.07	08:44:00	3040.02	3040.22	3038.82	3039.20	89	0	18
2025.04.07	08:45:00	3039.09	3042.33	3039.07	3042.33	67	0	18
2025.04.07	08:46:00	3042.39	3042.83	3040.03	3040.82	75	0	17
2025.04.07	08:47:00	3040.92	3041.32	3039.16	3040.19	73	0	17
2025.04.07	08:48:00	3040.39	3043.25	3040.39	3042.96	78	0	18
2025.04.07	08:49:00	3042.96	3043.34	3041.16	3041.70	67	0	23
2025.04.07	08:50:00	3041.53	3041.66	3038.32	3039.04	59	0	16
2025.04.07	08:51:00	3039.06	3039.29	3037.13	3037.36	72	0	17
2025.04.07	08:52:00	3037.33	3037.84	3035.87	3036.61	74	0	17
2025.04.07	08:53:00	3036.48	3037.47	3036.45	3036.69	55	0	17
2025.04.07	08:54:00	3036.68	3036.89	3033.97	3034.51	70	0	17
2025.04.07	08:55:00	3034.42	3035.15	3033.29	3033.66	88	0	17
2025.04.07	08:56:00	3033.60	3034.57	3033.10	3034.33	82	0	17
2025.04.07	08:57:00	3034.27	3034.90	3033.14	3034.20	83	0	17
2025.04.07	08:58:00	3034.30	3035.02	3032.43	3033.07	77	0	17
2025.04.07	08:59:00	3033.08	3033.47	3031.63	3031.63	81	0	17
2025.04.07	09:00:00	3031.68	3033.09	3030.43	3030.67	86	0	18
2025.04.07	09:01:00	3030.76	3032.02	3029.94	3029.94	85	0	17
2025.04.07	09:02:00	3029.84	3030.66	3028.62	3030.48	111	0	17
2025.04.07	09:03:00	3030.54	3033.46	3029.07	3032.99	106	0	14
